               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,           0.0093616,           0.0028505,                   0,             0.91545,             0.89294,             0.91753,             0.40517,            0.046238,           0.0033942,                   0,           0.0013665,           0.0013665,           0.0013665
                 167,           0.0095957,           0.0028525,                   0,             0.90563,             0.89045,             0.91023,             0.39667,            0.045995,           0.0033954,                   0,           0.0013566,           0.0013566,           0.0013566
                 168,           0.0096291,            0.002825,                   0,             0.93698,             0.91961,             0.93275,             0.40048,            0.046385,           0.0034078,                   0,           0.0013467,           0.0013467,           0.0013467
                 169,           0.0095165,           0.0027982,                   0,             0.94693,             0.91983,             0.92043,             0.40318,            0.045484,           0.0034153,                   0,           0.0013368,           0.0013368,           0.0013368
                 170,           0.0093207,           0.0027607,                   0,             0.96269,             0.92784,               0.936,             0.41616,            0.046052,           0.0033954,                   0,           0.0013269,           0.0013269,           0.0013269
                 171,           0.0087754,           0.0027575,                   0,             0.93669,             0.91516,             0.93107,              0.4182,            0.045599,           0.0034053,                   0,            0.001317,            0.001317,            0.001317
                 172,           0.0094252,           0.0027785,                   0,             0.93682,             0.91726,             0.93065,             0.40686,            0.045337,           0.0034124,                   0,           0.0013071,           0.0013071,           0.0013071
                 173,           0.0095618,           0.0027901,                   0,             0.92529,             0.91753,              0.9278,             0.41519,            0.045492,           0.0034122,                   0,           0.0012972,           0.0012972,           0.0012972
                 174,           0.0091848,           0.0027502,                   0,             0.93668,             0.91497,             0.93061,             0.40429,            0.047087,           0.0033932,                   0,           0.0012873,           0.0012873,           0.0012873
                 175,           0.0092607,           0.0027619,                   0,             0.93367,             0.90722,             0.92908,             0.40846,            0.046681,           0.0033738,                   0,           0.0012774,           0.0012774,           0.0012774
                 176,           0.0084681,           0.0027645,                   0,             0.93358,             0.90722,               0.925,             0.40732,            0.045888,           0.0033738,                   0,           0.0012675,           0.0012675,           0.0012675
                 177,           0.0090987,           0.0027879,                   0,             0.93521,             0.90722,             0.92625,              0.4095,            0.045629,           0.0033758,                   0,           0.0012576,           0.0012576,           0.0012576
                 178,           0.0087597,           0.0027704,                   0,             0.94676,             0.91753,             0.92328,             0.40245,            0.047402,           0.0033645,                   0,           0.0012477,           0.0012477,           0.0012477
                 179,           0.0094609,           0.0027679,                   0,             0.93409,             0.90722,             0.92241,             0.40455,            0.047339,           0.0033615,                   0,           0.0012378,           0.0012378,           0.0012378
                 180,           0.0083297,           0.0027165,                   0,             0.94397,             0.91753,             0.92378,             0.40215,            0.046351,           0.0033729,                   0,           0.0012279,           0.0012279,           0.0012279
                 181,            0.009175,           0.0027195,                   0,             0.94556,             0.91753,             0.92413,             0.39779,            0.045021,           0.0033689,                   0,            0.001218,            0.001218,            0.001218
                 182,           0.0086831,           0.0026991,                   0,             0.95089,             0.91753,             0.92486,             0.40103,            0.045185,           0.0033568,                   0,           0.0012081,           0.0012081,           0.0012081
                 183,           0.0085162,           0.0027325,                   0,             0.92437,             0.89691,               0.914,             0.39657,            0.045159,           0.0033606,                   0,           0.0011982,           0.0011982,           0.0011982
                 184,            0.007907,           0.0027197,                   0,             0.90784,             0.91396,             0.90592,             0.41165,            0.045715,           0.0033596,                   0,           0.0011883,           0.0011883,           0.0011883
                 185,           0.0084985,           0.0027224,                   0,             0.96373,             0.92784,             0.93751,             0.41033,             0.04605,           0.0033602,                   0,           0.0011784,           0.0011784,           0.0011784
                 186,           0.0084379,           0.0026988,                   0,             0.95521,             0.91753,             0.93405,             0.41493,            0.045804,           0.0033589,                   0,           0.0011685,           0.0011685,           0.0011685
                 187,           0.0086157,           0.0026678,                   0,             0.93492,             0.88865,             0.91899,             0.40068,            0.045873,           0.0033709,                   0,           0.0011586,           0.0011586,           0.0011586
                 188,           0.0086655,           0.0026436,                   0,             0.94601,             0.90319,             0.90857,             0.39577,            0.045355,           0.0033679,                   0,           0.0011487,           0.0011487,           0.0011487
                 189,           0.0086645,           0.0026686,                   0,             0.93537,             0.89523,              0.8997,             0.39992,            0.045896,           0.0033502,                   0,           0.0011388,           0.0011388,           0.0011388
